ID,Odds,Bet,Result,Profit 
678,12,$40.00 ,Win,440.00
679,3.25,$10.00 ,Lose,-10.00
680,7.5,$20.00 ,Lose,-20.00
681,5,$40.00 ,Win,160.00
682,23,$10.00 ,Win,220.00
683,3,$10.00 ,Lose,-10.00
684,3.75,$20.00 ,Lose,-20.00
685,3.25,$40.00 ,Lose,-40.00
686,13,$80.00 ,Lose,-80.00
687,11,$160.00 ,Win,"1,600.00"
688,13,$10.00 ,Win,120.00
689,4.5,$10.00 ,Win,35.00
690,2.75,$10.00 ,Lose,-10.00
691,2.3,$20.00 ,Win,26.00
692,9.5,$10.00 ,Win,85.00
693,2.75,$10.00 ,Win,17.50
694,4,$10.00 ,Lose,-10.00
695,2.88,$20.00 ,Win,37.60
696,4.5,$10.00 ,Win,35.00
697,2.75,$10.00 ,Lose,-10.00
698,4,$20.00 ,Lose,-20.00
699,7,$40.00 ,Lose,-40.00
700,4.33,$80.00 ,Win,266.40
701,3,$10.00 ,Win,20.00
702,4.5,$10.00 ,Win,35.00
703,4,$10.00 ,Win,30.00
704,11,$10.00 ,Win,100.00
705,2.62,$10.00 ,Lose,-10.00
706,7,$20.00 ,Lose,-20.00
707,41,$40.00 ,Lose,-40.00
708,17,$80.00 ,Lose,-80.00
709,15,$160.00 ,Win,"2,240.00"
710,13,$10.00 ,Lose,-10.00
711,3.25,$20.00 ,Lose,-20.00
712,15,$40.00 ,Lose,-40.00
713,3.5,$80.00 ,Lose,-80.00
714,11,$160.00 ,Lose,-160.00
715,4,$320.00 ,Lose,-320.00
716,17,$640.00 ,Win,"10,240.00"
717,6.5,$10.00 ,Win,55.00
718,5,$10.00 ,Win,40.00
719,5.5,$10.00 ,Win,45.00
720,6,$10.00 ,Win,50.00
721,13,$10.00 ,Lose,-10.00
722,2.88,$20.00 ,Lose,-20.00
723,2.25,$40.00 ,Win,50.00
724,8.5,$10.00 ,Lose,-10.00
725,3.5,$20.00 ,Lose,-20.00
726,6,$40.00 ,Win,200.00
727,8.5,$10.00 ,Win,75.00
728,4.5,$10.00 ,Lose,-10.00
729,4,$20.00 ,Lose,-20.00
730,2.38,$40.00 ,Lose,-40.00
731,3,$80.00 ,Lose,-80.00
732,2.25,$160.00 ,Lose,-160.00
733,6.5,$320.00 ,Lose,-320.00
734,5,$640.00 ,Lose,-640.00
735,5,"$1,280.00 ",Win,"5,120.00"
736,3.5,$10.00 ,Win,25.00
737,6.5,$10.00 ,Win,55.00
738,19,$10.00 ,Win,180.00
739,11,$10.00 ,Lose,-10.00
740,7,$20.00 ,Lose,-20.00
741,15,$40.00 ,Win,560.00
742,7.5,$10.00 ,Win,65.00
743,5,$10.00 ,Win,40.00
744,1.91,$10.00 ,Lose,-10.00
745,26,$20.00 ,Lose,-20.00
746,21,$40.00 ,Win,800.00
747,2.2,$10.00 ,Win,12.00
748,8,$10.00 ,Lose,-10.00
749,4,$20.00 ,Lose,-20.00
750,9,$40.00 ,Lose,-40.00
751,11,$80.00 ,Lose,-80.00
752,2,$160.00 ,Win,160.00
753,2.1,$10.00 ,Lose,-10.00
754,8,$20.00 ,Lose,-20.00
755,12,$40.00 ,Lose,-40.00
756,4.5,$80.00 ,Lose,-80.00
757,7.5,$160.00 ,Lose,-160.00
758,4.5,$320.00 ,Win,"1,120.00"
759,9,$10.00 ,Lose,-10.00
760,9,$20.00 ,Lose,-20.00
761,17,$40.00 ,Win,640.00
762,26,$10.00 ,Lose,-10.00
763,6,$20.00 ,Lose,-20.00
764,11,$40.00 ,Win,400.00
765,3.5,$10.00 ,Lose,-10.00
766,26,$20.00 ,Win,500.00
767,21,$10.00 ,Win,200.00
768,10,$10.00 ,Lose,-10.00
769,2.5,$20.00 ,Lose,-20.00
770,4,$40.00 ,Lose,-40.00
771,34,$80.00 ,Lose,-80.00
772,51,$160.00 ,Win,"8,000.00"
773,17,$10.00 ,Lose,-10.00
774,3.5,$20.00 ,Win,50.00
775,11,$10.00 ,Win,100.00
776,3.25,$10.00 ,Lose,-10.00
777,4.33,$20.00 ,Win,66.60
778,8,$10.00 ,Lose,-10.00
779,3,$20.00 ,Lose,-20.00
780,6.5,$40.00 ,Win,220.00
781,17,$10.00 ,Win,160.00
782,5.5,$10.00 ,Lose,-10.00
783,10,$20.00 ,Lose,-20.00
784,11,$40.00 ,Lose,-40.00
785,15,$80.00 ,Lose,-80.00
786,4,$160.00 ,Lose,-160.00
787,15,$320.00 ,Lose,-320.00
788,3.75,$640.00 ,Lose,-640.00
789,7,"$1,280.00 ",Win,"7,680.00"
790,7.5,$10.00 ,Lose,-10.00
791,6.5,$20.00 ,Win,110.00
792,5,$10.00 ,Lose,-10.00
793,2.62,$20.00 ,Win,32.40
794,7.5,$10.00 ,Lose,-10.00
795,2,$20.00 ,Lose,-20.00
796,5.5,$40.00 ,Lose,-40.00
797,9,$80.00 ,Win,640.00
798,5,$10.00 ,Win,40.00
799,5.5,$10.00 ,Lose,-10.00
800,8,$20.00 ,Lose,-20.00
801,6.5,$40.00 ,Lose,-40.00
802,3,$80.00 ,Win,160.00
803,2.38,$10.00 ,Lose,-10.00
804,3.75,$20.00 ,Lose,-20.00
805,4,$40.00 ,Lose,-40.00
806,4,$80.00 ,Lose,-80.00
807,7.5,$160.00 ,Lose,-160.00
808,3.75,$320.00 ,Lose,-320.00
809,2,$640.00 ,Lose,-640.00
810,2.38,"$1,280.00 ",Lose,"-1,280.00"
811,5.5,"$2,560.00 ",Lose,"-2,560.00"
812,5.5,"$5,120.00 ",Lose,"-5,120.00"
813,6,"$10,240.00 ",Win,"51,200.00"
814,8,$10.00 ,Win,70.00
815,3.75,$10.00 ,Win,27.50
816,5.5,$10.00 ,Win,45.00
817,9,$10.00 ,Win,80.00
818,4,$10.00 ,Lose,-10.00
819,5.5,$20.00 ,Win,90.00
820,12,$10.00 ,Lose,-10.00
821,7.5,$20.00 ,Lose,-20.00
822,17,$40.00 ,Lose,-40.00
823,3,$80.00 ,Lose,-80.00
824,3.5,$160.00 ,Lose,-160.00
825,8,$320.00 ,Win,"2,240.00"
826,3,$10.00 ,Win,20.00
827,5,$10.00 ,Win,40.00
828,11,$10.00 ,Lose,-10.00
829,6.5,$20.00 ,Lose,-20.00
830,4,$40.00 ,Win,120.00
831,3.25,$10.00 ,Lose,-10.00
832,17,$20.00 ,Win,320.00
833,6,$10.00 ,Lose,-10.00
834,1.91,$20.00 ,Lose,-20.00
835,5.5,$40.00 ,Lose,-40.00
836,21,$80.00 ,Win,"1,600.00"
837,17,$10.00 ,Lose,-10.00
838,4,$20.00 ,Win,60.00
839,7.5,$10.00 ,Lose,-10.00
840,8,$20.00 ,Lose,-20.00
841,6,$40.00 ,Lose,-40.00
842,5.5,$80.00 ,Win,360.00
843,9,$10.00 ,Lose,-10.00
844,17,$20.00 ,Lose,-20.00
845,2.5,$40.00 ,Lose,-40.00
846,17,$80.00 ,Lose,-80.00
847,12,$160.00 ,Lose,-160.00
848,4.33,$320.00 ,Win,"1,065.60"
849,17,$10.00 ,Win,160.00
850,4.5,$10.00 ,Win,35.00
851,3,$10.00 ,Win,20.00
852,6,$10.00 ,Win,50.00
853,3.5,$10.00 ,Win,25.00
854,21,$10.00 ,Lose,-10.00
855,21,$20.00 ,Lose,-20.00
856,10,$40.00 ,Win,360.00
857,15,$10.00 ,Win,140.00
858,4,$10.00 ,Lose,-10.00
859,17,$20.00 ,Lose,-20.00
860,7,$40.00 ,Lose,-40.00
861,7.5,$80.00 ,Lose,-80.00
862,9,$160.00 ,Lose,-160.00
863,26,$320.00 ,Lose,-320.00
864,2.88,$640.00 ,Win,"1,203.20"
865,5,$10.00 ,Win,40.00
866,2.75,$10.00 ,Lose,-10.00
867,5,$20.00 ,Lose,-20.00
868,2.1,$40.00 ,Win,44.00
869,8.5,$10.00 ,Lose,-10.00
870,6,$20.00 ,Lose,-20.00
871,2.25,$40.00 ,Lose,-40.00
872,4.5,$80.00 ,Lose,-80.00
873,17,$160.00 ,Lose,-160.00
874,6.5,$320.00 ,Win,"1,760.00"
875,2.38,$10.00 ,Win,13.80
876,5.5,$10.00 ,Win,45.00
877,7,$10.00 ,Lose,-10.00
878,5.5,$20.00 ,Lose,-20.00
879,3.75,$40.00 ,Lose,-40.00
880,6.5,$80.00 ,Lose,-80.00
881,4.5,$160.00 ,Lose,-160.00
882,5.5,$320.00 ,Win,"1,440.00"
883,4.5,$10.00 ,Win,35.00
884,6.5,$10.00 ,Win,55.00
885,29,$10.00 ,Lose,-10.00
886,11,$20.00 ,Lose,-20.00
887,4,$40.00 ,Lose,-40.00
888,4.5,$80.00 ,Win,280.00
889,3.25,$10.00 ,Win,22.50
890,3.5,$10.00 ,Win,25.00
891,7,$10.00 ,Win,60.00
892,2.75,$10.00 ,Win,17.50
893,5.5,$10.00 ,Lose,-10.00
894,4.5,$20.00 ,Win,70.00
895,3.75,$10.00 ,Win,27.50
896,2.1,$10.00 ,Lose,-10.00
897,2.1,$20.00 ,Win,22.00
898,5,$10.00 ,Lose,-10.00
899,2.5,$20.00 ,Win,30.00
900,3.5,$10.00 ,Lose,-10.00
901,3,$20.00 ,Lose,-20.00
902,6.5,$40.00 ,Win,220.00
903,5,$10.00 ,Lose,-10.00
904,4,$20.00 ,Lose,-20.00
905,11,$40.00 ,Win,400.00
906,17,$10.00 ,Win,160.00
907,12,$10.00 ,Win,110.00
908,7,$10.00 ,Lose,-10.00
909,5.5,$20.00 ,Lose,-20.00
910,11,$40.00 ,Win,400.00
911,4.5,$10.00 ,Lose,-10.00
912,4,$20.00 ,Win,60.00
913,4,$10.00 ,Win,30.00
914,5,$10.00 ,Win,40.00
915,4,$10.00 ,Win,30.00
916,10,$10.00 ,Lose,-10.00
917,3,$20.00 ,Lose,-20.00
918,3.5,$40.00 ,Win,100.00
919,6,$10.00 ,Lose,-10.00
920,1.8,$20.00 ,Win,16.00
921,5,$10.00 ,Lose,-10.00
922,9,$20.00 ,Win,160.00
923,6.5,$10.00 ,Lose,-10.00
924,6.5,$20.00 ,Win,110.00
925,3.5,$10.00 ,Lose,-10.00
926,2.62,$20.00 ,Lose,-20.00
927,13,$40.00 ,Win,480.00
928,4.5,$10.00 ,Win,35.00
929,8,$10.00 ,Win,70.00
930,6,$10.00 ,Lose,-10.00
931,8.5,$20.00 ,Lose,-20.00
932,15,$40.00 ,Lose,-40.00
933,7,$80.00 ,Lose,-80.00
934,5.5,$160.00 ,Lose,-160.00
935,6,$320.00 ,Lose,-320.00
936,4.5,$640.00 ,Lose,-640.00
937,3,"$1,280.00 ",Win,"2,560.00"
938,4,$10.00 ,Win,30.00
939,4.5,$10.00 ,Win,35.00
940,4.5,$10.00 ,Win,35.00
941,8,$10.00 ,Win,70.00
942,8.5,$10.00 ,Lose,-10.00
943,2,$20.00 ,Win,20.00
944,2.25,$10.00 ,Lose,-10.00
945,10,$20.00 ,Lose,-20.00
946,7,$40.00 ,Lose,-40.00
947,4,$80.00 ,Win,240.00
948,5.5,$10.00 ,Lose,-10.00
949,12,$20.00 ,Lose,-20.00
950,5.5,$40.00 ,Lose,-40.00
951,13,$80.00 ,Lose,-80.00
952,5,$160.00 ,Lose,-160.00
953,4,$320.00 ,Lose,-320.00
954,5.5,$640.00 ,Lose,-640.00
955,21,"$1,280.00 ",Lose,"-1,280.00"
956,13,"$2,560.00 ",Lose,"-2,560.00"
957,9,"$5,120.00 ",Lose,"-5,120.00"
958,8,"$10,240.00 ",Lose,"-10,240.00"
959,11,"$20,480.00 ",Lose,"-20,480.00"
960,5,"$40,960.00 ",Win,"163,840.00"
961,2.1,$10.00 ,Win,11.00
962,3.75,$10.00 ,Lose,-10.00
963,6,$20.00 ,Lose,-20.00
964,5,$40.00 ,Win,160.00
965,6,$10.00 ,Win,50.00
966,4.5,$10.00 ,Lose,-10.00
967,4,$20.00 ,Win,60.00
968,10,$10.00 ,Win,90.00
969,4,$10.00 ,Win,30.00
970,7.5,$10.00 ,Lose,-10.00
971,12,$20.00 ,Lose,-20.00
972,2.25,$40.00 ,Lose,-40.00
973,3.75,$80.00 ,Win,220.00
974,5,$10.00 ,Win,40.00
975,6,$10.00 ,Win,50.00
976,2.62,$10.00 ,Lose,-10.00
977,4.5,$20.00 ,Lose,-20.00
978,9,$40.00 ,Win,320.00
979,5.5,$10.00 ,Lose,-10.00
980,5.5,$20.00 ,Lose,-20.00
981,3,$40.00 ,Lose,-40.00
982,2.75,$80.00 ,Win,140.00
983,7.5,$10.00 ,Lose,-10.00
984,9,$20.00 ,Lose,-20.00
985,4.5,$40.00 ,Lose,-40.00
986,2.62,$80.00 ,Win,129.60
987,3.5,$10.00 ,Win,25.00
988,34,$10.00 ,Lose,-10.00
989,7,$20.00 ,Win,120.00
990,5.5,$10.00 ,Win,45.00
991,7.5,$10.00 ,Lose,-10.00
992,4.5,$20.00 ,Win,70.00
993,8,$10.00 ,Lose,-10.00
994,9,$20.00 ,Win,160.00
995,10,$10.00 ,Lose,-10.00
996,8,$20.00 ,Win,140.00
997,6,$10.00 ,Lose,-10.00
998,4.5,$20.00 ,Lose,-20.00
999,12,$40.00 ,Lose,-40.00
1000,10,$80.00 ,Win,720.00
1001,13,$10.00 ,Lose,-10.00
1002,17,$20.00 ,Lose,-20.00
1003,15,$40.00 ,Lose,-40.00
1004,5,$80.00 ,Win,320.00
1005,6,$10.00 ,Lose,-10.00
1006,13,$20.00 ,Lose,-20.00
1007,51,$40.00 ,Lose,-40.00
1008,11,$80.00 ,Win,800.00
1009,5.5,$10.00 ,Lose,-10.00
1010,3,$20.00 ,Win,40.00
1011,4.33,$10.00 ,Lose,-10.00
1012,13,$20.00 ,Lose,-20.00
1013,5.5,$40.00 ,Lose,-40.00
1014,5,$80.00 ,Win,320.00
1015,21,$10.00 ,Lose,-10.00
1016,26,$20.00 ,Lose,-20.00
1017,5.5,$40.00 ,Lose,-40.00
1018,19,$80.00 ,Lose,-80.00
1019,34,$160.00 ,Lose,-160.00
1020,6,$320.00 ,Lose,-320.00
1021,4.5,$640.00 ,Win,"2,240.00"
1022,4.5,$10.00 ,Lose,-10.00
1023,4,$20.00 ,Win,60.00
1024,13,$10.00 ,Win,120.00
1025,7,$10.00 ,Lose,-10.00
1026,2.5,$20.00 ,Lose,-20.00
1027,13,$40.00 ,Lose,-40.00
1028,3.25,$80.00 ,Win,180.00
1029,2.5,$10.00 ,Win,15.00
1030,9,$10.00 ,Lose,-10.00
1031,6.5,$20.00 ,Win,110.00
1032,4,$10.00 ,Win,30.00
1033,7,$10.00 ,Win,60.00
1034,8,$10.00 ,Lose,-10.00
1035,7,$20.00 ,Lose,-20.00
1036,7,$40.00 ,Lose,-40.00
1037,2.38,$80.00 ,Win,110.40
1038,2,$10.00 ,Win,10.00
1039,4.33,$10.00 ,Lose,-10.00
1040,3,$20.00 ,Lose,-20.00
1041,2.5,$40.00 ,Lose,-40.00
1042,10,$80.00 ,Win,720.00
1043,3.75,$10.00 ,Win,27.50
1044,6.5,$10.00 ,Lose,-10.00
1045,6,$20.00 ,Lose,-20.00
1046,11,$40.00 ,Lose,-40.00
1047,17,$80.00 ,Lose,-80.00
1048,3.75,$160.00 ,Win,440.00
1049,4,$10.00 ,Lose,-10.00
1050,13,$20.00 ,Lose,-20.00
1051,8,$40.00 ,Lose,-40.00
1052,5.5,$80.00 ,Lose,-80.00
1053,2.1,$160.00 ,Lose,-160.00
1054,4,$320.00 ,Lose,-320.00
1055,5,$640.00 ,Win,"2,560.00"
1056,7.5,$10.00 ,Lose,-10.00
1057,4.5,$20.00 ,Win,70.00
1058,7,$10.00 ,Win,60.00
1059,3.75,$10.00 ,Lose,-10.00
1060,2.5,$20.00 ,Lose,-20.00
1061,6.5,$40.00 ,Lose,-40.00
1062,1.83,$80.00 ,Lose,-80.00
1063,4.5,$160.00 ,Win,560.00
1064,11,$10.00 ,Lose,-10.00
1065,4,$20.00 ,Lose,-20.00
1066,3.75,$40.00 ,Lose,-40.00
1067,2.5,$80.00 ,Win,120.00
1068,10,$10.00 ,Win,90.00
1069,5.5,$10.00 ,Lose,-10.00
1070,2.1,$20.00 ,Lose,-20.00
1071,21,$40.00 ,Lose,-40.00
1072,13,$80.00 ,Lose,-80.00
1073,7.5,$160.00 ,Lose,-160.00
1074,10,$320.00 ,Lose,-320.00
1075,5,$640.00 ,Lose,-640.00
1076,2.1,"$1,280.00 ",Win,"1,408.00"
1077,2.8,$10.00 ,Lose,-10.00
1078,4.5,$20.00 ,Lose,-20.00
1079,6,$40.00 ,Lose,-40.00
1080,2.75,$80.00 ,Win,140.00
1081,3.8,$10.00 ,Win,28.00
1082,4,$10.00 ,Lose,-10.00
1083,2.1,$20.00 ,Win,22.00
1084,2.5,$10.00 ,Win,15.00
1085,10,$10.00 ,Win,90.00
1086,1.91,$10.00 ,Win,9.10
1087,4,$10.00 ,Win,30.00
1088,26,$10.00 ,Lose,-10.00
1089,15,$20.00 ,Lose,-20.00
1090,9,$40.00 ,Win,320.00
1091,6.5,$10.00 ,Win,55.00
1092,6,$10.00 ,Lose,-10.00
1093,4.5,$20.00 ,Lose,-20.00
1094,4.3,$40.00 ,Lose,-40.00
1095,5.5,$80.00 ,Lose,-80.00
1096,4.5,$160.00 ,Lose,-160.00
1097,13,$320.00 ,Lose,-320.00
1098,21,$640.00 ,Lose,-640.00
1099,3.5,"$1,280.00 ",Lose,"-1,280.00"
1100,13,"$2,560.00 ",Lose,"-2,560.00"
1101,6.5,"$5,120.00 ",Win,"28,160.00"
1102,7,$10.00 ,Lose,-10.00
1103,8.5,$20.00 ,Win,150.00
1104,8.5,$10.00 ,Lose,-10.00
1105,7.5,$20.00 ,Lose,-20.00
1106,6.5,$40.00 ,Win,220.00
1107,6,$10.00 ,Lose,-10.00
1108,3.3,$20.00 ,Lose,-20.00
1109,7.5,$40.00 ,Win,260.00
1110,4.4,$10.00 ,Lose,-10.00
1111,9,$20.00 ,Win,160.00
1112,1.9,$10.00 ,Win,9.00
1113,4,$10.00 ,Lose,-10.00
1114,3.3,$20.00 ,Lose,-20.00
1115,8,$40.00 ,Lose,-40.00
1116,3.3,$80.00 ,Lose,-80.00
1117,3.3,$160.00 ,Lose,-160.00
1118,5.5,$320.00 ,Win,"1,440.00"
1119,8,$10.00 ,Win,70.00
1120,5.5,$10.00 ,Win,45.00
1121,6,$10.00 ,Lose,-10.00
1122,17,$20.00 ,Lose,-20.00
1123,5.5,$40.00 ,Lose,-40.00
1124,4.5,$80.00 ,Lose,-80.00
1125,2.1,$160.00 ,Lose,-160.00
1126,9.5,$320.00 ,Lose,-320.00
1127,5.5,$640.00 ,Lose,-640.00
1128,13,"$1,280.00 ",Lose,"-1,280.00"
1129,5,"$2,560.00 ",Lose,"-2,560.00"
1130,7,"$5,120.00 ",Lose,"-5,120.00"
1131,12,"$10,240.00 ",Win,"112,640.00"
1132,11,$10.00 ,Win,100.00
1133,9,$10.00 ,Lose,-10.00
1134,13,$20.00 ,Win,240.00
1135,15,$10.00 ,Lose,-10.00
1136,9,$20.00 ,Win,160.00
1137,10,$10.00 ,Lose,-10.00
1138,9,$20.00 ,Lose,-20.00
1139,7,$40.00 ,Win,240.00
1140,3.5,$10.00 ,Lose,-10.00
1141,3,$20.00 ,Lose,-20.00
1142,4.5,$40.00 ,Lose,-40.00
1143,15,$80.00 ,Win,"1,120.00"
1144,2.8,$10.00 ,Lose,-10.00
1145,4.5,$20.00 ,Win,70.00
1146,5.5,$10.00 ,Win,45.00
1147,9,$10.00 ,Win,80.00
1148,3.8,$10.00 ,Lose,-10.00
1149,2.4,$20.00 ,Lose,-20.00
1150,5,$40.00 ,Win,160.00
1151,7,$10.00 ,Win,60.00
1152,12,$10.00 ,Lose,-10.00
1153,6.5,$20.00 ,Lose,-20.00
1154,4.5,$40.00 ,Win,140.00
1155,2.4,$10.00 ,Lose,-10.00
1156,4.5,$20.00 ,Win,70.00
1157,4,$10.00 ,Lose,-10.00
1158,9,$20.00 ,Win,160.00
1159,10,$10.00 ,Lose,-10.00
1160,5.5,$20.00 ,Win,90.00
1161,6.5,$10.00 ,Win,55.00
1162,21,$10.00 ,Lose,-10.00
1163,11,$20.00 ,Win,200.00
1164,7.5,$10.00 ,Win,65.00
1165,3.5,$10.00 ,Win,25.00
1166,4.5,$10.00 ,Lose,-10.00
1167,7,$20.00 ,Win,120.00
1168,2.4,$10.00 ,Win,14.00
1169,5,$10.00 ,Win,40.00
1170,11,$10.00 ,Win,100.00
1171,8,$10.00 ,Lose,-10.00
1172,4.5,$20.00 ,Win,70.00
1173,17,$10.00 ,Lose,-10.00
1174,17,$20.00 ,Win,320.00
1175,3.3,$10.00 ,Win,23.00
1176,5.5,$10.00 ,Win,45.00
1177,17,$10.00 ,Lose,-10.00
1178,8,$20.00 ,Win,140.00
1179,8,$10.00 ,Lose,-10.00
1180,9,$20.00 ,Lose,-20.00
1181,23,$40.00 ,Lose,-40.00
1182,34,$80.00 ,Win,"2,640.00"
1183,15,$10.00 ,Lose,-10.00
1184,8,$20.00 ,Win,140.00
1185,9,$10.00 ,Lose,-10.00
1186,11,$20.00 ,Lose,-20.00
1187,5,$40.00 ,Win,160.00
1188,9,$10.00 ,Win,80.00
1189,4,$10.00 ,Win,30.00
1190,3.5,$10.00 ,Win,25.00
1191,10,$10.00 ,Win,90.00
1192,11,$10.00 ,Lose,-10.00
1193,10,$20.00 ,Win,180.00
1194,2.4,$10.00 ,Win,14.00
1195,2.8,$10.00 ,Win,18.00
1196,21,$10.00 ,Win,200.00
1197,15,$10.00 ,Lose,-10.00
1198,15,$20.00 ,Lose,-20.00
1199,9,$40.00 ,Win,320.00
1200,15,$10.00 ,Lose,-10.00
1201,8,$20.00 ,Win,140.00
1202,9,$10.00 ,Win,80.00
1203,3.8,$10.00 ,Lose,-10.00
1204,21,$20.00 ,Lose,-20.00
1205,2.5,$40.00 ,Lose,-40.00
1206,9,$80.00 ,Win,640.00
1207,4.5,$10.00 ,Lose,-10.00
1208,2.2,$20.00 ,Win,24.00
1209,2.5,$10.00 ,Win,15.00
1210,4.5,$10.00 ,Win,35.00
1211,5,$10.00 ,Win,40.00
1212,3.5,$10.00 ,Lose,-10.00
1213,13,$20.00 ,Lose,-20.00
1214,9,$40.00 ,Win,320.00
1215,6,$10.00 ,Lose,-10.00
1216,3.75,$20.00 ,Lose,-20.00
1217,8.5,$40.00 ,Lose,-40.00
1218,2,$80.00 ,Lose,-80.00
1219,8,$160.00 ,Win,"1,120.00"
1220,2.1,$10.00 ,Win,11.00
1221,5.5,$10.00 ,Lose,-10.00
1222,5,$20.00 ,Lose,-20.00
1223,4.5,$40.00 ,Lose,-40.00
1224,6,$80.00 ,Win,400.00
1225,2.5,$10.00 ,Lose,-10.00
1226,9,$20.00 ,Lose,-20.00
1227,7,$40.00 ,Win,240.00
1228,6,$10.00 ,Lose,-10.00
1229,3,$20.00 ,Win,40.00
1230,5,$10.00 ,Lose,-10.00
1231,2.8,$20.00 ,Lose,-20.00
1232,4,$40.00 ,Lose,-40.00
1233,4.5,$80.00 ,Lose,-80.00
1234,6,$160.00 ,Lose,-160.00
1235,6,$320.00 ,Lose,-320.00
1236,2.9,$640.00 ,Win,"1,216.00"
1237,2.4,$10.00 ,Lose,-10.00
1238,3.3,$20.00 ,Lose,-20.00
1239,7.5,$40.00 ,Lose,-40.00
1240,7,$80.00 ,Lose,-80.00
1241,8.5,$160.00 ,Lose,-160.00
1242,21,$320.00 ,Lose,-320.00
1243,11,$640.00 ,Lose,-640.00
1244,5,"$1,280.00 ",Lose,"-1,280.00"
1245,5,"$2,560.00 ",Lose,"-2,560.00"
1246,6.5,"$5,120.00 ",Win,"28,160.00"
1247,8,$10.00 ,Lose,-10.00
1248,2.9,$20.00 ,Lose,-20.00
1249,1.9,$40.00 ,Lose,-40.00
1250,2.8,$80.00 ,Lose,-80.00
1251,6,$160.00 ,Lose,-160.00
1252,2.3,$320.00 ,Lose,-320.00
1253,15,$640.00 ,Win,"8,960.00"
1254,9,$10.00 ,Lose,-10.00
1255,23,$20.00 ,Lose,-20.00
1256,4.5,$40.00 ,Lose,-40.00
1257,9,$80.00 ,Lose,-80.00
1258,6,$160.00 ,Win,800.00
1259,5.5,$10.00 ,Lose,-10.00
1260,2.38,$20.00 ,Win,27.60
1261,7.5,$10.00 ,Win,65.00
1262,4.5,$10.00 ,Lose,-10.00
1263,20,$20.00 ,Win,380.00
1264,7.5,$10.00 ,Lose,-10.00
1265,6.5,$20.00 ,Lose,-20.00
1266,11,$40.00 ,Lose,-40.00
1267,19,$80.00 ,Lose,-80.00
1268,7.5,$160.00 ,Lose,-160.00
1269,12,$320.00 ,Lose,-320.00
1270,17,$640.00 ,Win,"10,240.00"
1271,3.3,$10.00 ,Win,23.00
1272,2.5,$10.00 ,Lose,-10.00
1273,9,$20.00 ,Lose,-20.00
1274,6,$40.00 ,Lose,-40.00
1275,8,$80.00 ,Lose,-80.00
1276,4.5,$160.00 ,Lose,-160.00
1277,7,$320.00 ,Lose,-320.00
1278,5,$640.00 ,Lose,-640.00
1279,7.5,"$1,280.00 ",Lose,"-1,280.00"
1280,7.5,"$2,560.00 ",Lose,"-2,560.00"
1281,5,"$5,120.00 ",Lose,"-5,120.00"
1282,3.5,"$10,240.00 ",Lose,"-10,240.00"
1283,2.9,"$20,480.00 ",Win,"38,912.00"
1284,2.5,$10.00 ,Lose,-10.00
1285,4.5,$20.00 ,Lose,-20.00
1286,3,$40.00 ,Win,80.00
1287,3.8,$10.00 ,Lose,-10.00
1288,11,$20.00 ,Lose,-20.00
1289,7,$40.00 ,Lose,-40.00
1290,6.5,$80.00 ,Lose,-80.00
1291,8,$160.00 ,Win,"1,120.00"
1292,15,$10.00 ,Lose,-10.00
1293,5.5,$20.00 ,Win,90.00
1294,5,$10.00 ,Win,40.00
1295,5.5,$10.00 ,Lose,-10.00
1296,9,$20.00 ,Lose,-20.00
1297,15,$40.00 ,Lose,-40.00
1298,2.25,$80.00 ,Lose,-80.00
1299,7.5,$160.00 ,Lose,-160.00
1300,2,$320.00 ,Lose,-320.00
1301,5,$640.00 ,Lose,-640.00
1302,1.88,"$1,280.00 ",Lose,"-1,280.00"
1303,5,"$2,560.00 ",Lose,"-2,560.00"
1304,3.5,"$5,120.00 ",Lose,"-5,120.00"
1305,4.3,"$10,240.00 ",Lose,"-10,240.00"
1306,2.75,"$20,480.00 ",Lose,"-20,480.00"
1307,5,"$40,960.00 ",Lose,"-40,960.00"
1308,1.8,"$81,920.00 ",Lose,"-81,920.00"
1309,6.5,"$163,840.00 ",Lose,"-163,840.00"
1310,8,"$327,680.00 ",Lose,"-327,680.00"
1311,2.9,"$655,360.00 ",Lose,"-655,360.00"
1312,13,"$1,310,720.00 ",Lose,"-1,310,720.00"
1313,7,"$2,621,440.00 ",Lose,"-2,621,440.00"
1314,10,"$5,242,880.00 ",Lose,"-5,242,880.00"
1315,2.5,"$10,485,760.00 ",Lose,"-10,485,760.00"
1316,3.5,"$20,971,520.00 ",Lose,"-20,971,520.00"
1317,3.3,"$41,943,040.00 ",Win,"96,468,992.00"
1318,34,$10.00 ,Lose,-10.00
1319,13,$20.00 ,Lose,-20.00
1320,6,$40.00 ,Lose,-40.00
1321,11,$80.00 ,Lose,-80.00
1322,3.3,$160.00 ,Lose,-160.00
1323,6.5,$320.00 ,Lose,-320.00
1324,5,$640.00 ,Win,"2,560.00"
1325,11,$10.00 ,Win,100.00
1326,6,$10.00 ,Lose,-10.00
1327,2.75,$20.00 ,Win,35.00
1328,3.5,$10.00 ,Lose,-10.00
1329,1.25,$20.00 ,Win,5.00
1330,16,$10.00 ,Lose,-10.00
1331,1.25,$20.00 ,Lose,-20.00
1,1.91,$40.00 ,Win,36.40
2,9,$10.00 ,Lose,-10.00
