ID,Odds,Bet,Result,Profit
607,4.5,"$1,000.00",Lose,$0.00
608,4.5,"$1,000.00",Lose,$0.00
609,3.5,"$1,000.00",Lose,$0.00
610,5,"$1,000.00",Lose,$0.00
611,2.88,"$1,000.00",Lose,$0.00
612,2.88,"$1,000.00",Lose,$0.00
613,3.25,"$1,000.00",Win,"$2,250.00"
614,4.5,"$1,000.00",Lose,$0.00
615,4,"$1,000.00",Lose,$0.00
616,8,"$1,000.00",Win,"$7,000.00"
617,4.5,"$1,000.00",Lose,$0.00
618,5.5,"$1,000.00",Lose,$0.00
619,4.33,"$1,000.00",Lose,$0.00
620,11,"$1,000.00",Lose,$0.00
621,2,"$1,000.00",Lose,$0.00
622,2.62,"$1,000.00",Lose,$0.00
623,11,"$1,000.00",Lose,$0.00
624,17,"$1,000.00",Lose,$0.00
625,13,"$1,000.00",Lose,$0.00
626,26,"$1,000.00",Lose,$0.00
627,9,"$1,000.00",Lose,$0.00
628,6,"$1,000.00",Win,"$5,000.00"
629,17,"$1,000.00",Lose,$0.00
630,6,"$1,000.00",Lose,$0.00
631,5,"$1,000.00",Lose,$0.00
632,5,"$1,000.00",Win,"$4,000.00"
633,2.75,"$1,000.00",Lose,$0.00
634,3.5,"$1,000.00",Lose,$0.00
635,3.25,"$1,000.00",Lose,$0.00
636,1.4,"$1,000.00",Win,$400.00
637,15,"$1,000.00",Win,"$14,000.00"
638,8.5,"$1,000.00",Lose,$0.00
639,5.5,"$1,000.00",Lose,$0.00
640,2.1,"$1,000.00",Win,"$1,100.00"
641,17,"$1,000.00",Lose,$0.00
642,13,"$1,000.00",Lose,$0.00
643,17,"$1,000.00",Lose,$0.00
644,4,"$1,000.00",Win,"$3,000.00"
645,3.75,"$1,000.00",Lose,$0.00
646,15,"$1,000.00",Lose,$0.00
647,1.83,"$1,000.00",Lose,$0.00
648,34,"$1,000.00",Lose,$0.00
649,17,"$1,000.00",Lose,$0.00
650,3.75,"$1,000.00",Lose,$0.00
651,10,"$1,000.00",Lose,$0.00
652,17,"$1,000.00",Lose,$0.00
653,17,"$1,000.00",Lose,$0.00
654,6,"$1,000.00",Lose,$0.00
655,17,"$1,000.00",Win,"$16,000.00"
656,8,"$1,000.00",Lose,$0.00
657,2,"$1,000.00",Win,"$1,000.00"
658,13,"$1,000.00",Lose,$0.00
659,15,"$1,000.00",Lose,$0.00
660,1.9,"$1,000.00",Win,$900.00
661,9,"$1,000.00",Win,"$8,000.00"
662,9,"$1,000.00",Lose,$0.00
663,11,"$1,000.00",Lose,$0.00
664,21,"$1,000.00",Win,"$20,000.00"
665,1.73,"$1,000.00",Win,$730.00
666,9,"$1,000.00",Lose,$0.00
667,7.5,"$1,000.00",Win,"$6,500.00"
668,3,"$1,000.00",Lose,$0.00
669,17,"$1,000.00",Win,"$16,000.00"
670,15,"$1,000.00",Win,"$14,000.00"
671,41,"$1,000.00",Win,"$40,000.00"
672,11,"$1,000.00",Lose,$0.00
673,8.5,"$1,000.00",Lose,$0.00
674,4.33,"$1,000.00",Lose,$0.00
675,4,"$1,000.00",Win,"$3,000.00"
676,15,"$1,000.00",Lose,$0.00
677,5.5,"$1,000.00",Lose,$0.00
678,12,"$1,000.00",Win,"$11,000.00"
679,3.25,"$1,000.00",Lose,$0.00
680,7.5,"$1,000.00",Lose,$0.00
681,5,"$1,000.00",Win,"$4,000.00"
682,23,"$1,000.00",Win,"$22,000.00"
683,3,"$1,000.00",Lose,$0.00
684,3.75,"$1,000.00",Lose,$0.00
685,3.25,"$1,000.00",Lose,$0.00
686,13,"$1,000.00",Lose,$0.00
687,11,"$1,000.00",Win,"$10,000.00"
688,13,"$1,000.00",Win,"$12,000.00"
689,4.5,"$1,000.00",Win,"$3,500.00"
690,2.75,"$1,000.00",Lose,$0.00
691,2.3,"$1,000.00",Win,"$1,300.00"
692,9.5,"$1,000.00",Win,"$8,500.00"
693,2.75,"$1,000.00",Win,"$1,750.00"
694,4,"$1,000.00",Lose,$0.00
695,2.88,"$1,000.00",Win,"$1,880.00"
696,4.5,"$1,000.00",Win,"$3,500.00"
697,2.75,"$1,000.00",Lose,$0.00
698,4,"$1,000.00",Lose,$0.00
699,7,"$1,000.00",Lose,$0.00
700,4.33,"$1,000.00",Win,"$3,330.00"
701,3,"$1,000.00",Win,"$2,000.00"
702,4.5,"$1,000.00",Win,"$3,500.00"
703,4,"$1,000.00",Win,"$3,000.00"
704,11,"$1,000.00",Win,"$10,000.00"
705,2.62,"$1,000.00",Lose,$0.00
706,7,"$1,000.00",Lose,$0.00
707,41,"$1,000.00",Lose,$0.00
708,17,"$1,000.00",Lose,$0.00
709,15,"$1,000.00",Win,"$14,000.00"
710,13,"$1,000.00",Lose,$0.00
711,3.25,"$1,000.00",Lose,$0.00
712,15,"$1,000.00",Lose,$0.00
713,3.5,"$1,000.00",Lose,$0.00
714,11,"$1,000.00",Lose,$0.00
715,4,"$1,000.00",Lose,$0.00
716,17,"$1,000.00",Win,"$16,000.00"
717,6.5,"$1,000.00",Win,"$5,500.00"
718,5,"$1,000.00",Win,"$4,000.00"
719,5.5,"$1,000.00",Win,"$4,500.00"
720,6,"$1,000.00",Win,"$5,000.00"
721,13,"$1,000.00",Lose,$0.00
722,2.88,"$1,000.00",Lose,$0.00
723,2.25,"$1,000.00",Win,"$1,250.00"
724,8.5,"$1,000.00",Lose,$0.00
725,3.5,"$1,000.00",Lose,$0.00
726,6,"$1,000.00",Win,"$5,000.00"
727,8.5,"$1,000.00",Win,"$7,500.00"
728,4.5,"$1,000.00",Lose,$0.00
729,4,"$1,000.00",Lose,$0.00
730,2.38,"$1,000.00",Lose,$0.00
731,3,"$1,000.00",Lose,$0.00
732,2.25,"$1,000.00",Lose,$0.00
733,6.5,"$1,000.00",Lose,$0.00
734,5,"$1,000.00",Lose,$0.00
735,5,"$1,000.00",Win,"$4,000.00"
736,3.5,"$1,000.00",Win,"$2,500.00"
737,6.5,"$1,000.00",Win,"$5,500.00"
738,19,"$1,000.00",Win,"$18,000.00"
739,11,"$1,000.00",Lose,$0.00
740,7,"$1,000.00",Lose,$0.00
741,15,"$1,000.00",Win,"$14,000.00"
742,7.5,"$1,000.00",Win,"$6,500.00"
743,5,"$1,000.00",Win,"$4,000.00"
744,1.91,"$1,000.00",Lose,$0.00
745,26,"$1,000.00",Lose,$0.00
746,21,"$1,000.00",Win,"$20,000.00"
747,2.2,"$1,000.00",Win,"$1,200.00"
748,8,"$1,000.00",Lose,$0.00
749,4,"$1,000.00",Lose,$0.00
750,9,"$1,000.00",Lose,$0.00
751,11,"$1,000.00",Lose,$0.00
752,2,"$1,000.00",Win,"$1,000.00"
753,2.1,"$1,000.00",Lose,$0.00
754,8,"$1,000.00",Lose,$0.00
755,12,"$1,000.00",Lose,$0.00
756,4.5,"$1,000.00",Lose,$0.00
757,7.5,"$1,000.00",Lose,$0.00
758,4.5,"$1,000.00",Win,"$3,500.00"
759,9,"$1,000.00",Lose,$0.00
760,9,"$1,000.00",Lose,$0.00
761,17,"$1,000.00",Win,"$16,000.00"
762,26,"$1,000.00",Lose,$0.00
763,6,"$1,000.00",Lose,$0.00
764,11,"$1,000.00",Win,"$10,000.00"
765,3.5,"$1,000.00",Lose,$0.00
766,26,"$1,000.00",Win,"$25,000.00"
767,21,"$1,000.00",Win,"$20,000.00"
768,10,"$1,000.00",Lose,$0.00
769,2.5,"$1,000.00",Lose,$0.00
770,4,"$1,000.00",Lose,$0.00
771,34,"$1,000.00",Lose,$0.00
772,51,"$1,000.00",Win,"$50,000.00"
773,17,"$1,000.00",Lose,$0.00
774,3.5,"$1,000.00",Win,"$2,500.00"
775,11,"$1,000.00",Win,"$10,000.00"
776,3.25,"$1,000.00",Lose,$0.00
777,4.33,"$1,000.00",Win,"$3,330.00"
778,8,"$1,000.00",Lose,$0.00
779,3,"$1,000.00",Lose,$0.00
780,6.5,"$1,000.00",Win,"$5,500.00"
781,17,"$1,000.00",Win,"$16,000.00"
782,5.5,"$1,000.00",Lose,$0.00
783,10,"$1,000.00",Lose,$0.00
784,11,"$1,000.00",Lose,$0.00
785,15,"$1,000.00",Lose,$0.00
786,4,"$1,000.00",Lose,$0.00
787,15,"$1,000.00",Lose,$0.00
788,3.75,"$1,000.00",Lose,$0.00
789,7,"$1,000.00",Win,"$6,000.00"
790,7.5,"$1,000.00",Lose,$0.00
791,6.5,"$1,000.00",Win,"$5,500.00"
792,5,"$1,000.00",Lose,$0.00
793,2.62,"$1,000.00",Win,"$1,620.00"
794,7.5,"$1,000.00",Lose,$0.00
795,2,"$1,000.00",Lose,$0.00
796,5.5,"$1,000.00",Lose,$0.00
797,9,"$1,000.00",Win,"$8,000.00"
798,5,"$1,000.00",Win,"$4,000.00"
799,5.5,"$1,000.00",Lose,$0.00
800,8,"$1,000.00",Lose,$0.00
801,6.5,"$1,000.00",Lose,$0.00
802,3,"$1,000.00",Win,"$2,000.00"
803,2.38,"$1,000.00",Lose,$0.00
804,3.75,"$1,000.00",Lose,$0.00
805,4,"$1,000.00",Lose,$0.00
806,4,"$1,000.00",Lose,$0.00
807,7.5,"$1,000.00",Lose,$0.00
808,3.75,"$1,000.00",Lose,$0.00
809,2,"$1,000.00",Lose,$0.00
810,2.38,"$1,000.00",Lose,$0.00
811,5.5,"$1,000.00",Lose,$0.00
812,5.5,"$1,000.00",Lose,$0.00
813,6,"$1,000.00",Win,"$5,000.00"
814,8,"$1,000.00",Win,"$7,000.00"
815,3.75,"$1,000.00",Win,"$2,750.00"
816,5.5,"$1,000.00",Win,"$4,500.00"
817,9,"$1,000.00",Win,"$8,000.00"
818,4,"$1,000.00",Lose,$0.00
819,5.5,"$1,000.00",Win,"$4,500.00"
820,12,"$1,000.00",Lose,$0.00
821,7.5,"$1,000.00",Lose,$0.00
822,17,"$1,000.00",Lose,$0.00
823,3,"$1,000.00",Lose,$0.00
824,3.5,"$1,000.00",Lose,$0.00
825,8,"$1,000.00",Win,"$7,000.00"
826,3,"$1,000.00",Win,"$2,000.00"
827,5,"$1,000.00",Win,"$4,000.00"
828,11,"$1,000.00",Lose,$0.00
829,6.5,"$1,000.00",Lose,$0.00
830,4,"$1,000.00",Win,"$3,000.00"
831,3.25,"$1,000.00",Lose,$0.00
832,17,"$1,000.00",Win,"$16,000.00"
833,6,"$1,000.00",Lose,$0.00
834,1.91,"$1,000.00",Lose,$0.00
835,5.5,"$1,000.00",Lose,$0.00
836,21,"$1,000.00",Win,"$20,000.00"
837,17,"$1,000.00",Lose,$0.00
838,4,"$1,000.00",Win,"$3,000.00"
839,7.5,"$1,000.00",Lose,$0.00
840,8,"$1,000.00",Lose,$0.00
841,6,"$1,000.00",Lose,$0.00
842,5.5,"$1,000.00",Win,"$4,500.00"
843,9,"$1,000.00",Lose,$0.00
844,17,"$1,000.00",Lose,$0.00
845,2.5,"$1,000.00",Lose,$0.00
846,17,"$1,000.00",Lose,$0.00
847,12,"$1,000.00",Lose,$0.00
848,4.33,"$1,000.00",Win,"$3,330.00"
849,17,"$1,000.00",Win,"$16,000.00"
850,4.5,"$1,000.00",Win,"$3,500.00"
851,3,"$1,000.00",Win,"$2,000.00"
852,6,"$1,000.00",Win,"$5,000.00"
853,3.5,"$1,000.00",Win,"$2,500.00"
854,21,"$1,000.00",Lose,$0.00
855,21,"$1,000.00",Lose,$0.00
856,10,"$1,000.00",Win,"$9,000.00"
857,15,"$1,000.00",Win,"$14,000.00"
858,4,"$1,000.00",Lose,$0.00
859,17,"$1,000.00",Lose,$0.00
860,7,"$1,000.00",Lose,$0.00
861,7.5,"$1,000.00",Lose,$0.00
862,9,"$1,000.00",Lose,$0.00
863,26,"$1,000.00",Lose,$0.00
864,2.88,"$1,000.00",Win,"$1,880.00"
865,5,"$1,000.00",Win,"$4,000.00"
866,2.75,"$1,000.00",Lose,$0.00
867,5,"$1,000.00",Lose,$0.00
868,2.1,"$1,000.00",Win,"$1,100.00"
869,8.5,"$1,000.00",Lose,$0.00
870,6,"$1,000.00",Lose,$0.00
871,2.25,"$1,000.00",Lose,$0.00
872,4.5,"$1,000.00",Lose,$0.00
873,17,"$1,000.00",Lose,$0.00
874,6.5,"$1,000.00",Win,"$5,500.00"
875,2.38,"$1,000.00",Win,"$1,380.00"
876,5.5,"$1,000.00",Win,"$4,500.00"
877,7,"$1,000.00",Lose,$0.00
878,5.5,"$1,000.00",Lose,$0.00
879,3.75,"$1,000.00",Lose,$0.00
880,6.5,"$1,000.00",Lose,$0.00
881,4.5,"$1,000.00",Lose,$0.00
882,5.5,"$1,000.00",Win,"$4,500.00"
883,4.5,"$1,000.00",Win,"$3,500.00"
884,6.5,"$1,000.00",Win,"$5,500.00"
885,29,"$1,000.00",Lose,$0.00
886,11,"$1,000.00",Lose,$0.00
887,4,"$1,000.00",Lose,$0.00
888,4.5,"$1,000.00",Win,"$3,500.00"
889,3.25,"$1,000.00",Win,"$2,250.00"
890,3.5,"$1,000.00",Win,"$2,500.00"
891,7,"$1,000.00",Win,"$6,000.00"
892,2.75,"$1,000.00",Win,"$1,750.00"
893,5.5,"$1,000.00",Lose,$0.00
894,4.5,"$1,000.00",Win,"$3,500.00"
895,3.75,"$1,000.00",Win,"$2,750.00"
896,2.1,"$1,000.00",Lose,$0.00
897,2.1,"$1,000.00",Win,"$1,100.00"
898,5,"$1,000.00",Lose,$0.00
899,2.5,"$1,000.00",Win,"$1,500.00"
900,3.5,"$1,000.00",Lose,$0.00
901,3,"$1,000.00",Lose,$0.00
902,6.5,"$1,000.00",Win,"$5,500.00"
903,5,"$1,000.00",Lose,$0.00
904,4,"$1,000.00",Lose,$0.00
905,11,"$1,000.00",Win,"$10,000.00"
906,17,"$1,000.00",Win,"$16,000.00"
907,12,"$1,000.00",Win,"$11,000.00"
908,7,"$1,000.00",Lose,$0.00
909,5.5,"$1,000.00",Lose,$0.00
910,11,"$1,000.00",Win,"$10,000.00"
911,4.5,"$1,000.00",Lose,$0.00
912,4,"$1,000.00",Win,"$3,000.00"
913,4,"$1,000.00",Win,"$3,000.00"
914,5,"$1,000.00",Win,"$4,000.00"
915,4,"$1,000.00",Win,"$3,000.00"
916,10,"$1,000.00",Lose,$0.00
917,3,"$1,000.00",Lose,$0.00
918,3.5,"$1,000.00",Win,"$2,500.00"
919,6,"$1,000.00",Lose,$0.00
920,1.8,"$1,000.00",Win,$800.00
921,5,"$1,000.00",Lose,$0.00
922,9,"$1,000.00",Win,"$8,000.00"
923,6.5,"$1,000.00",Lose,$0.00
924,6.5,"$1,000.00",Win,"$5,500.00"
925,3.5,"$1,000.00",Lose,$0.00
926,2.62,"$1,000.00",Lose,$0.00
927,13,"$1,000.00",Win,"$12,000.00"
928,4.5,"$1,000.00",Win,"$3,500.00"
929,8,"$1,000.00",Win,"$7,000.00"
930,6,"$1,000.00",Lose,$0.00
931,8.5,"$1,000.00",Lose,$0.00
932,15,"$1,000.00",Lose,$0.00
933,7,"$1,000.00",Lose,$0.00
934,5.5,"$1,000.00",Lose,$0.00
935,6,"$1,000.00",Lose,$0.00
936,4.5,"$1,000.00",Lose,$0.00
937,3,"$1,000.00",Win,"$2,000.00"
938,4,"$1,000.00",Win,"$3,000.00"
939,4.5,"$1,000.00",Win,"$3,500.00"
940,4.5,"$1,000.00",Win,"$3,500.00"
941,8,"$1,000.00",Win,"$7,000.00"
942,8.5,"$1,000.00",Lose,$0.00
943,2,"$1,000.00",Win,"$1,000.00"
944,2.25,"$1,000.00",Lose,$0.00
945,10,"$1,000.00",Lose,$0.00
946,7,"$1,000.00",Lose,$0.00
947,4,"$1,000.00",Win,"$3,000.00"
948,5.5,"$1,000.00",Lose,$0.00
949,12,"$1,000.00",Lose,$0.00
950,5.5,"$1,000.00",Lose,$0.00
951,13,"$1,000.00",Lose,$0.00
952,5,"$1,000.00",Lose,$0.00
953,4,"$1,000.00",Lose,$0.00
954,5.5,"$1,000.00",Lose,$0.00
955,21,"$1,000.00",Lose,$0.00
956,13,"$1,000.00",Lose,$0.00
957,9,"$1,000.00",Lose,$0.00
958,8,"$1,000.00",Lose,$0.00
959,11,"$1,000.00",Lose,$0.00
960,5,"$1,000.00",Win,"$4,000.00"
961,2.1,"$1,000.00",Win,"$1,100.00"
962,3.75,"$1,000.00",Lose,$0.00
963,6,"$1,000.00",Lose,$0.00
964,5,"$1,000.00",Win,"$4,000.00"
965,6,"$1,000.00",Win,"$5,000.00"
966,4.5,"$1,000.00",Lose,$0.00
967,4,"$1,000.00",Win,"$3,000.00"
968,10,"$1,000.00",Win,"$9,000.00"
969,4,"$1,000.00",Win,"$3,000.00"
970,7.5,"$1,000.00",Lose,$0.00
971,12,"$1,000.00",Lose,$0.00
972,2.25,"$1,000.00",Lose,$0.00
973,3.75,"$1,000.00",Win,"$2,750.00"
974,5,"$1,000.00",Win,"$4,000.00"
975,6,"$1,000.00",Win,"$5,000.00"
976,2.62,"$1,000.00",Lose,$0.00
977,4.5,"$1,000.00",Lose,$0.00
978,9,"$1,000.00",Win,"$8,000.00"
979,5.5,"$1,000.00",Lose,$0.00
980,5.5,"$1,000.00",Lose,$0.00
981,3,"$1,000.00",Lose,$0.00
982,2.75,"$1,000.00",Win,"$1,750.00"
983,7.5,"$1,000.00",Lose,$0.00
984,9,"$1,000.00",Lose,$0.00
985,4.5,"$1,000.00",Lose,$0.00
986,2.62,"$1,000.00",Win,"$1,620.00"
987,3.5,"$1,000.00",Win,"$2,500.00"
988,34,"$1,000.00",Lose,$0.00
989,7,"$1,000.00",Win,"$6,000.00"
990,5.5,"$1,000.00",Win,"$4,500.00"
991,7.5,"$1,000.00",Lose,$0.00
992,4.5,"$1,000.00",Win,"$3,500.00"
993,8,"$1,000.00",Lose,$0.00
994,9,"$1,000.00",Win,"$8,000.00"
995,10,"$1,000.00",Lose,$0.00
996,8,"$1,000.00",Win,"$7,000.00"
997,6,"$1,000.00",Lose,$0.00
998,4.5,"$1,000.00",Lose,$0.00
999,12,"$1,000.00",Lose,$0.00
1000,10,"$1,000.00",Win,"$9,000.00"
1001,13,"$1,000.00",Lose,$0.00
1002,17,"$1,000.00",Lose,$0.00
1003,15,"$1,000.00",Lose,$0.00
1004,5,"$1,000.00",Win,"$4,000.00"
1005,6,"$1,000.00",Lose,$0.00
1006,13,"$1,000.00",Lose,$0.00
1007,51,"$1,000.00",Lose,$0.00
1008,11,"$1,000.00",Win,"$10,000.00"
1009,5.5,"$1,000.00",Lose,$0.00
1010,3,"$1,000.00",Win,"$2,000.00"
1011,4.33,"$1,000.00",Lose,$0.00
1012,13,"$1,000.00",Lose,$0.00
1013,5.5,"$1,000.00",Lose,$0.00
1014,5,"$1,000.00",Win,"$4,000.00"
1015,21,"$1,000.00",Lose,$0.00
1016,26,"$1,000.00",Lose,$0.00
1017,5.5,"$1,000.00",Lose,$0.00
1018,19,"$1,000.00",Lose,$0.00
1019,34,"$1,000.00",Lose,$0.00
1020,6,"$1,000.00",Lose,$0.00
1021,4.5,"$1,000.00",Win,"$3,500.00"
1022,4.5,"$1,000.00",Lose,$0.00
1023,4,"$1,000.00",Win,"$3,000.00"
1024,13,"$1,000.00",Win,"$12,000.00"
1025,7,"$1,000.00",Lose,$0.00
1026,2.5,"$1,000.00",Lose,$0.00
1027,13,"$1,000.00",Lose,$0.00
1028,3.25,"$1,000.00",Win,"$2,250.00"
1029,2.5,"$1,000.00",Win,"$1,500.00"
1030,9,"$1,000.00",Lose,$0.00
1031,6.5,"$1,000.00",Win,"$5,500.00"
1032,4,"$1,000.00",Win,"$3,000.00"
1033,7,"$1,000.00",Win,"$6,000.00"
1034,8,"$1,000.00",Lose,$0.00
1035,7,"$1,000.00",Lose,$0.00
1036,7,"$1,000.00",Lose,$0.00
1037,2.38,"$1,000.00",Win,"$1,380.00"
1038,2,"$1,000.00",Win,"$1,000.00"
1039,4.33,"$1,000.00",Lose,$0.00
1040,3,"$1,000.00",Lose,$0.00
1041,2.5,"$1,000.00",Lose,$0.00
1042,10,"$1,000.00",Win,"$9,000.00"
1043,3.75,"$1,000.00",Win,"$2,750.00"
1044,6.5,"$1,000.00",Lose,$0.00
1045,6,"$1,000.00",Lose,$0.00
1046,11,"$1,000.00",Lose,$0.00
1047,17,"$1,000.00",Lose,$0.00
1048,3.75,"$1,000.00",Win,"$2,750.00"
1049,4,"$1,000.00",Lose,$0.00
1050,13,"$1,000.00",Lose,$0.00
1051,8,"$1,000.00",Lose,$0.00
1052,5.5,"$1,000.00",Lose,$0.00
1053,2.1,"$1,000.00",Lose,$0.00
1054,4,"$1,000.00",Lose,$0.00
1055,5,"$1,000.00",Win,"$4,000.00"
1056,7.5,"$1,000.00",Lose,$0.00
1057,4.5,"$1,000.00",Win,"$3,500.00"
1058,7,"$1,000.00",Win,"$6,000.00"
1059,3.75,"$1,000.00",Lose,$0.00
1060,2.5,"$1,000.00",Lose,$0.00
1061,6.5,"$1,000.00",Lose,$0.00
1062,1.83,"$1,000.00",Lose,$0.00
1063,4.5,"$1,000.00",Win,"$3,500.00"
1064,11,"$1,000.00",Lose,$0.00
1065,4,"$1,000.00",Lose,$0.00
1066,3.75,"$1,000.00",Lose,$0.00
1067,2.5,"$1,000.00",Win,"$1,500.00"
1068,10,"$1,000.00",Win,"$9,000.00"
1069,5.5,"$1,000.00",Lose,$0.00
1070,2.1,"$1,000.00",Lose,$0.00
1071,21,"$1,000.00",Lose,$0.00
1072,13,"$1,000.00",Lose,$0.00
1073,7.5,"$1,000.00",Lose,$0.00
1074,10,"$1,000.00",Lose,$0.00
1075,5,"$1,000.00",Lose,$0.00
1076,2.1,"$1,000.00",Win,"$1,100.00"
1077,2.8,"$1,000.00",Lose,$0.00
1078,4.5,"$1,000.00",Lose,$0.00
1079,6,"$1,000.00",Lose,$0.00
1080,2.75,"$1,000.00",Win,"$1,750.00"
1081,3.8,"$1,000.00",Win,"$2,800.00"
1082,4,"$1,000.00",Lose,$0.00
1083,2.1,"$1,000.00",Win,"$1,100.00"
1084,2.5,"$1,000.00",Win,"$1,500.00"
1085,10,"$1,000.00",Win,"$9,000.00"
1086,1.91,"$1,000.00",Win,$910.00
1087,4,"$1,000.00",Win,"$3,000.00"
1088,26,"$1,000.00",Lose,$0.00
1089,15,"$1,000.00",Lose,$0.00
1090,9,"$1,000.00",Win,"$8,000.00"
1091,6.5,"$1,000.00",Win,"$5,500.00"
1092,6,"$1,000.00",Lose,$0.00
1093,4.5,"$1,000.00",Lose,$0.00
1094,4.3,"$1,000.00",Lose,$0.00
1095,5.5,"$1,000.00",Lose,$0.00
1096,4.5,"$1,000.00",Lose,$0.00
1097,13,"$1,000.00",Lose,$0.00
1098,21,"$1,000.00",Lose,$0.00
1099,3.5,"$1,000.00",Lose,$0.00
1100,13,"$1,000.00",Lose,$0.00
1101,6.5,"$1,000.00",Win,"$5,500.00"
1102,7,"$1,000.00",Lose,$0.00
1103,8.5,"$1,000.00",Win,"$7,500.00"
1104,8.5,"$1,000.00",Lose,$0.00
1105,7.5,"$1,000.00",Lose,$0.00
1106,6.5,"$1,000.00",Win,"$5,500.00"
1107,6,"$1,000.00",Lose,$0.00
1108,3.3,"$1,000.00",Lose,$0.00
1109,7.5,"$1,000.00",Win,"$6,500.00"
1110,4.4,"$1,000.00",Lose,$0.00
1111,9,"$1,000.00",Win,"$8,000.00"
1112,1.9,"$1,000.00",Win,$900.00
1113,4,"$1,000.00",Lose,$0.00
1114,3.3,"$1,000.00",Lose,$0.00
1115,8,"$1,000.00",Lose,$0.00
1116,3.3,"$1,000.00",Lose,$0.00
1117,3.3,"$1,000.00",Lose,$0.00
1118,5.5,"$1,000.00",Win,"$4,500.00"
1119,8,"$1,000.00",Win,"$7,000.00"
1120,5.5,"$1,000.00",Win,"$4,500.00"
1121,6,"$1,000.00",Lose,$0.00
1122,17,"$1,000.00",Lose,$0.00
1123,5.5,"$1,000.00",Lose,$0.00
1124,4.5,"$1,000.00",Lose,$0.00
1125,2.1,"$1,000.00",Lose,$0.00
1126,9.5,"$1,000.00",Lose,$0.00
1127,5.5,"$1,000.00",Lose,$0.00
1128,13,"$1,000.00",Lose,$0.00
1129,5,"$1,000.00",Lose,$0.00
1130,7,"$1,000.00",Lose,$0.00
1131,12,"$1,000.00",Win,"$11,000.00"
1132,11,"$1,000.00",Win,"$10,000.00"
1133,9,"$1,000.00",Lose,$0.00
1134,13,"$1,000.00",Win,"$12,000.00"
1135,15,"$1,000.00",Lose,$0.00
1136,9,"$1,000.00",Win,"$8,000.00"
1137,10,"$1,000.00",Lose,$0.00
1138,9,"$1,000.00",Lose,$0.00
1139,7,"$1,000.00",Win,"$6,000.00"
1140,3.5,"$1,000.00",Lose,$0.00
1141,3,"$1,000.00",Lose,$0.00
1142,4.5,"$1,000.00",Lose,$0.00
1143,15,"$1,000.00",Win,"$14,000.00"
1144,2.8,"$1,000.00",Lose,$0.00
1145,4.5,"$1,000.00",Win,"$3,500.00"
1146,5.5,"$1,000.00",Win,"$4,500.00"
1147,9,"$1,000.00",Win,"$8,000.00"
1148,3.8,"$1,000.00",Lose,$0.00
1149,2.4,"$1,000.00",Lose,$0.00
1150,5,"$1,000.00",Win,"$4,000.00"
1151,7,"$1,000.00",Win,"$6,000.00"
1152,12,"$1,000.00",Lose,$0.00
1153,6.5,"$1,000.00",Lose,$0.00
1154,4.5,"$1,000.00",Win,"$3,500.00"
1155,2.4,"$1,000.00",Lose,$0.00
1156,4.5,"$1,000.00",Win,"$3,500.00"
1157,4,"$1,000.00",Lose,$0.00
1158,9,"$1,000.00",Win,"$8,000.00"
1159,10,"$1,000.00",Lose,$0.00
1160,5.5,"$1,000.00",Win,"$4,500.00"
1161,6.5,"$1,000.00",Win,"$5,500.00"
1162,21,"$1,000.00",Lose,$0.00
1163,11,"$1,000.00",Win,"$10,000.00"
1164,7.5,"$1,000.00",Win,"$6,500.00"
1165,3.5,"$1,000.00",Win,"$2,500.00"
1166,4.5,"$1,000.00",Lose,$0.00
1167,7,"$1,000.00",Win,"$6,000.00"
1168,2.4,"$1,000.00",Win,"$1,400.00"
1169,5,"$1,000.00",Win,"$4,000.00"
1170,11,"$1,000.00",Win,"$10,000.00"
1171,8,"$1,000.00",Lose,$0.00
1172,4.5,"$1,000.00",Win,"$3,500.00"
1173,17,"$1,000.00",Lose,$0.00
1174,17,"$1,000.00",Win,"$16,000.00"
1175,3.3,"$1,000.00",Win,"$2,300.00"
1176,5.5,"$1,000.00",Win,"$4,500.00"
1177,17,"$1,000.00",Lose,$0.00
1178,8,"$1,000.00",Win,"$7,000.00"
1179,8,"$1,000.00",Lose,$0.00
1180,9,"$1,000.00",Lose,$0.00
1181,23,"$1,000.00",Lose,$0.00
1182,34,"$1,000.00",Win,"$33,000.00"
1183,15,"$1,000.00",Lose,$0.00
1184,8,"$1,000.00",Win,"$7,000.00"
1185,9,"$1,000.00",Lose,$0.00
1186,11,"$1,000.00",Lose,$0.00
1187,5,"$1,000.00",Win,"$4,000.00"
1188,9,"$1,000.00",Win,"$8,000.00"
1189,4,"$1,000.00",Win,"$3,000.00"
1190,3.5,"$1,000.00",Win,"$2,500.00"
1191,10,"$1,000.00",Win,"$9,000.00"
1192,11,"$1,000.00",Lose,$0.00
1193,10,"$1,000.00",Win,"$9,000.00"
1194,2.4,"$1,000.00",Win,"$1,400.00"
1195,2.8,"$1,000.00",Win,"$1,800.00"
1196,21,"$1,000.00",Win,"$20,000.00"
1197,15,"$1,000.00",Lose,$0.00
1198,15,"$1,000.00",Lose,$0.00
1199,9,"$1,000.00",Win,"$8,000.00"
1200,15,"$1,000.00",Lose,$0.00
1201,8,"$1,000.00",Win,"$7,000.00"
1202,9,"$1,000.00",Win,"$8,000.00"
1203,3.8,"$1,000.00",Lose,$0.00
1204,21,"$1,000.00",Lose,$0.00
